DN20020 ,Modina Gen.Store 
23.76299667, 90.40890333
DN20019 ,Feni General Store 
23.764795, 90.40930667
DN30019 ,Anando Sweets 
23.7348873, 90.3960891
DN10005 ,Masud General Store 
23.83814, 90.38524
DSWB-0007 ,Bicrampur Store 
23.7045042, 90.4238593
DN20015 ,17 ECB Canteen 
23.83049667, 90.37681333
DN30009 ,Vai Vai Store 
23.9536, 90.38095333
DN20019 ,Mashnun Departmental Shop 
23.759855, 90.40441167
DSEA-0021 ,Motaleb Store 
23.74048167, 90.42299167
DN10005 ,Mizan store 
23.831885, 90.38889333
DN10005 ,Hasan General Store 
23.83455, 90.38767
DN30006 ,Ma Momi General Store 
23.874879, 90.4012175
DN30006 ,Bismillah Genarel Store 
23.87471167, 90.39197333
DSEA0014 ,Amir store 
23.60006667, 90.42586833
DN20025 ,Jakir Store 
23.78641167, 90.41332333
DN20025 ,Babul General Store 
23.78708333, 90.41059
DN30019 ,Iba Canteen 
23.7367991, 90.3961777
DN30009 ,Shimla enterprise 
23.94654, 90.37998167
DN20025 ,Fahim Store 
23.7835438, 90.4062192
DN20010 ,Sojib Store 
23.82793667, 90.25186833
DN20019 ,Bhai Bhai Store 
23.76524167, 90.40923667
DN10004 ,Mayerdoya Enterprise 
23.79940167, 90.38206167
DSEA0014 ,Raiyan telecom 
23.60991167, 90.419645
DN20016 ,Al Madina Bakery & Confectionery 
23.77750333, 90.424695
DN10005 ,Joynal General Store 
23.82891833, 90.38327
DN20021 ,Nure Baba Store 
23.75290667, 90.358095
DN30006 ,Miazi store 
23.874879, 90.4012175
DN20007 ,Ekushe Net 
23.76008167, 90.38636
DSEA-0021 ,M/S Al - Sayeed G St 
23.74449833, 90.42147833
DN20016 ,Makka Bakery & Confectionery 
23.77667167, 90.42946833
DN10011 ,Sohan Varities Store 
23.943135, 90.27177
DN20010 ,Sohag Store 
23.82184833, 90.25449667
DN30009 ,Shimla enterprise 
23.94651333, 90.37993167
DN20028 ,M/s. Anowar Store 
23.81569333, 90.37118667
DN20028 ,Somaiya Telecom & Confectionary 
23.81684167, 90.37196
DN20016 ,Al Mim Shoping Corner 
23.774843, 90.424657
DN20020 ,Bismillah General Store 
23.81506333, 90.36365667
DN20020 ,Cafe Street 
23.80945167, 90.36420833
DN20022 ,Nazmul store 
23.82942, 90.26875167
DN30018 ,Mahbub Hasan Varities Store 
23.79294, 90.35154667
DN20021 ,Grameen Bajar 
23.75507167, 90.36029667
DN30006 ,Mayer Doa Pharmacy 
23.87564833, 90.39866333
DN10011 ,Johirul cosmetices 
23.98026833, 90.26618
DN30005 ,Alif store 
23.90573167, 90.407965
DN20025 ,Dulal Store 
23.78401167, 90.411495
DN30019 ,Allah Vorosha 
23.7438344, 90.3815216
DN10011 ,Faraj gen. Store 
23.94317167, 90.27168667
DSWA0013 ,Redoy confectionary 
23.550315, 90.49595
DN30005 ,Shopon Store 
23.90319167, 90.395325
DN30018 ,Janani Confectionery 
23.78329333, 90.34726667
DN20022 ,Habib store 
23.844345, 90.27845833
DSWB-0013 ,Masum Confectionery 
23.73271167, 90.273235
